Platform,Year,Genre,Publisher
PS3,2008,Misc,Konami Digital Entertainment
X360,2011,Misc,Take-Two Interactive
DS,2005,Platform,Namco Bandai Games
PS3,2010,Sports,Activision
DS,2008,Puzzle,Midway Games
PS2,2005,Sports,Konami Digital Entertainment
PS2,2006,Fighting,Sega
PS2,2007,Role-Playing,Sting
XB,2002,Action,Sega
GBA,2002,Role-Playing,Atari
SAT,1998,Adventure,Data East
GBA,2004,Action,THQ
PSP,2012,Role-Playing,Square Enix
PS3,2011,Misc,Electronic Arts
DS,2007,Action,Namco Bandai Games
GBA,2002,Sports,Acclaim Entertainment
PSP,2006,Shooter,Disney Interactive Studios
PS2,2005,Role-Playing,Sega
XOne,2015,Sports,Activision
DS,2008,Misc,Electronic Arts
PS3,2009,Misc,Sony Computer Entertainment
DS,2009,Simulation,THQ
XB,2004,Shooter,Global Star
DS,2007,Fighting,Midway Games
3DS,2012,Sports,Nintendo
PS,1994,Fighting,Time Warner Interactive
GC,2006,Sports,Electronic Arts
XOne,2016,Racing,Codemasters
DS,2010,Action,Namco Bandai Games
PS3,2016,Sports,Konami Digital Entertainment
PS2,2005,Misc,Empire Interactive
GBA,2002,Shooter,Ubisoft
PS,1999,Fighting,SouthPeak Games
X360,2007,Shooter,SouthPeak Games
PS2,N/A,Strategy,Bethesda Softworks
PSP,2005,Sports,Electronic Arts
XOne,2016,Adventure,Square Enix
X360,2008,Sports,Electronic Arts
PS2,2004,Sports,Acclaim Entertainment
XB,2004,Action,Microsoft Game Studios
PS,1998,Adventure,Gainax Network Systems
PSP,2010,Action,Tecmo Koei
WiiU,2014,Misc,Namco Bandai Games
PS2,2003,Role-Playing,Atlus
GBA,2003,Misc,Capcom
DS,2009,Strategy,THQ
3DS,2014,Puzzle,Sega
PC,2013,Action,Konami Digital Entertainment
Wii,2010,Role-Playing,Ackkstudios
DS,2007,Action,Ubisoft
DS,2010,Misc,505 Games
DS,2008,Misc,Ubisoft
Wii,2009,Sports,Tecmo Koei
PS2,2000,Strategy,Konami Digital Entertainment
PS2,2005,Shooter,Vivendi Games
PS,1999,Sports,Konami Digital Entertainment
DS,2009,Adventure,Sega
PS3,2010,Sports,O-Games
XB,2005,Action,THQ
XB,2003,Action,Kemco
DS,2004,Misc,THQ
WiiU,2014,Action,Nintendo
PS3,2010,Action,Electronic Arts
X360,2010,Racing,Activision
GC,2002,Racing,Acclaim Entertainment
DS,2007,Adventure,PQube
PS3,2011,Misc,Sony Computer Entertainment
X360,2009,Fighting,Ignition Entertainment
DS,2006,Role-Playing,Namco Bandai Games
PS2,2008,Misc,Namco Bandai Games
PS,2000,Fighting,SNK
PS,1997,Shooter,BMG Interactive Entertainment
X360,2011,Shooter,Codemasters
XB,2003,Action,Ubisoft
SAT,1998,Adventure,Sega
3DS,2015,Action,Activision
Wii,2007,Sports,Rising Star Games
PSP,2009,Role-Playing,Namco Bandai Games
PS,1994,Sports,Konami Digital Entertainment
XB,2005,Action,Global Star
PS2,2009,Action,D3Publisher
X360,2011,Misc,Ubisoft
SAT,1996,Racing,Sega
DS,2005,Shooter,Electronic Arts
PS3,2011,Simulation,Deep Silver
DS,2007,Puzzle,Majesco Entertainment
PS2,2005,Action,Ubisoft
PS4,2014,Action,Acquire
Wii,2010,Action,Nintendo
PC,2011,Strategy,DTP Entertainment
DS,2009,Puzzle,ValuSoft
Wii,2009,Sports,Ubisoft
PS2,2006,Misc,Daito
Wii,2010,Sports,O-Games
Wii,2008,Racing,Activision
PSP,2007,Sports,Ubisoft
PSP,2011,Action,Sony Computer Entertainment
DS,2010,Simulation,Deep Silver
XB,2002,Sports,Midway Games
XB,2002,Shooter,From Software
Wii,2011,Shooter,Mastiff
PS4,2015,Action,Tecmo Koei
X360,2006,Platform,Ubisoft
DS,2009,Adventure,Konami Digital Entertainment
XB,2002,Shooter,Rage Software
DS,2009,Misc,THQ
PS3,2010,Sports,O-Games
PS3,2008,Sports,Konami Digital Entertainment
PS3,2015,Action,Tecmo Koei
GC,2002,Shooter,Universal Interactive
Wii,2009,Adventure,The Adventure Company
PS2,2005,Shooter,SNK Playmore
X360,2014,Adventure,Namco Bandai Games
PS,1999,Fighting,Acclaim Entertainment
PS,2002,Fighting,Namco Bandai Games
DS,2011,Puzzle,Mastertronic
3DS,2012,Simulation,Ubisoft
PS2,2005,Sports,Konami Digital Entertainment
GBA,2002,Action,Ubisoft
GBA,2005,Misc,Zoo Digital Publishing
DS,2007,Simulation,O3 Entertainment
GBA,2004,Strategy,Atari
GC,2002,Sports,Sega
DS,2007,Action,Disney Interactive Studios
PSP,2011,Adventure,Aqua Plus
X360,2009,Platform,Warner Bros. Interactive Entertainment
DS,2005,Adventure,Konami Digital Entertainment
PSV,2013,Role-Playing,Nippon Ichi Software
PS2,2011,Fighting,THQ
PS2,2007,Sports,Konami Digital Entertainment
X360,2010,Misc,THQ
SAT,1995,Misc,Sega
DS,2007,Strategy,Nintendo
PS2,2004,Simulation,Konami Digital Entertainment
Wii,2010,Misc,Take-Two Interactive
DS,2008,Adventure,Konami Digital Entertainment
GBA,2002,Platform,Ubisoft
XB,2003,Platform,THQ
PS3,2011,Adventure,Activision
GC,2002,Fighting,Capcom
GC,2002,Racing,THQ
3DS,2015,Action,Namco Bandai Games
Wii,2009,Action,Capcom
DS,2007,Adventure,THQ
GBA,2002,Shooter,Konami Digital Entertainment
PS3,2016,Sports,Konami Digital Entertainment
Wii,2007,Shooter,Activision
PC,2011,Racing,Rondomedia
3DS,2011,Action,Warner Bros. Interactive Entertainment
PS2,2002,Strategy,3DO
Wii,2007,Simulation,Namco Bandai Games
PSP,2008,Misc,System 3 Arcade Software
X360,2008,Platform,Brash Entertainment
X360,2008,Action,Vivendi Games
PC,2015,Racing,Slightly Mad Studios
DS,2011,Action,Warner Bros. Interactive Entertainment
PSP,2006,Action,Vivendi Games
PS3,2011,Adventure,THQ
DS,2007,Misc,Gameloft
GC,2005,Fighting,Midway Games
XB,2003,Sports,Sega
PS2,2008,Role-Playing,Eidos Interactive
GBA,2002,Action,Activision
PC,2009,Adventure,Daedalic
PS3,2013,Platform,Ubisoft
PS,1997,Shooter,GT Interactive
3DS,2011,Adventure,Ubisoft
PS2,2004,Strategy,Acclaim Entertainment
DS,2011,Misc,505 Games
Wii,2008,Misc,Ubisoft
X360,2007,Sports,Atari
DS,2010,Racing,Storm City Games
DS,2008,Action,Takara Tomy
3DS,2011,Sports,Namco Bandai Games
XB,2005,Action,Eidos Interactive
PS2,2009,Action,D3Publisher
DS,2011,Platform,505 Games
PSP,2006,Role-Playing,Sony Computer Entertainment
XB,2003,Sports,Activision
PSP,2006,Role-Playing,Namco Bandai Games
DS,2007,Action,Sega
GC,2003,Action,THQ
GBA,2005,Action,Zoo Digital Publishing
PS3,2011,Misc,Unknown
PSP,2006,Adventure,THQ
GC,2006,Misc,Nintendo
X360,2008,Misc,Konami Digital Entertainment
X360,2007,Racing,Empire Interactive
PS2,2002,Shooter,Taito
PS2,2003,Simulation,Tecmo Koei
DS,2008,Role-Playing,Nintendo
Wii,2011,Misc,Warner Bros. Interactive Entertainment
PSP,2011,Action,Tecmo Koei
X360,2011,Action,THQ
PSP,2005,Puzzle,Sony Computer Entertainment
PSP,2006,Action,Electronic Arts
DS,2009,Simulation,THQ
GC,2006,Shooter,Eidos Interactive
DS,2008,Simulation,Atlus
DS,2011,Action,THQ
PSP,2010,Racing,Disney Interactive Studios
Wii,2013,Misc,D3Publisher
PS2,2003,Fighting,Ignition Entertainment
SAT,1996,Adventure,Sega
PS,1998,Action,Acclaim Entertainment
N64,1999,Sports,Atlus
N64,1999,Platform,Ubisoft
N64,1999,Simulation,THQ
N64,1997,Platform,Sunsoft
N64,1999,Racing,Kemco
N64,1997,Action,GT Interactive
N64,2000,Racing,Activision
N64,1999,Action,Crave Entertainment
PC,2014,Action,Square Enix
Wii,2009,Misc,MTV Games
PS3,2014,Adventure,Namco Bandai Games
PSP,2010,Fighting,PQube
X360,2009,Action,Majesco Entertainment
SAT,1996,Fighting,Capcom
PS2,2002,Shooter,Namco Bandai Games
PS3,2016,Role-Playing,Namco Bandai Games
PSV,2014,Action,Tecmo Koei
PS2,2000,Simulation,Swing! Entertainment
PS2,2007,Adventure,Alchemist
PSP,2011,Role-Playing,Konami Digital Entertainment
PS3,2015,Action,Activision
PS2,2002,Sports,Xicat Interactive
3DS,2011,Adventure,Funbox Media
X360,2011,Sports,505 Games
PS,1999,Puzzle,Hasbro Interactive
PSP,2005,Platform,Konami Digital Entertainment
3DS,2012,Action,Unknown
DS,2007,Adventure,505 Games
PS2,2004,Action,Acclaim Entertainment
X360,2009,Action,Sega
PC,2011,Shooter,Ubisoft
SAT,1997,Misc,Sega
GBA,2004,Adventure,Nintendo
Wii,2009,Action,Konami Digital Entertainment
X360,2006,Racing,Activision
PSV,2011,Misc,Ubisoft
Wii,2009,Action,D3Publisher
XB,2002,Sports,Simon & Schuster Interactive
XB,2003,Sports,Microsoft Game Studios
XB,2002,Fighting,Activision
PS,1999,Racing,Syscom
PS,1997,Racing,ASCII Entertainment
PSV,2013,Action,Screenlife
SNES,1993,Sports,Victor Interactive
DS,2005,Puzzle,505 Games
DS,2006,Adventure,THQ
DS,2009,Simulation,Electronic Arts
Wii,2008,Platform,Eidos Interactive
PSV,2016,Fighting,Namco Bandai Games
SAT,1997,Role-Playing,Sega
PC,2011,Platform,Sega
DS,2008,Action,SouthPeak Games
PSP,2013,Role-Playing,Sega
GC,2002,Action,Universal Interactive
Wii,2009,Sports,Atari
PS,2000,Fighting,BAM! Entertainment
GC,N/A,Role-Playing,Unknown
DS,2009,Simulation,Activision
PSP,2012,Action,Namco Bandai Games
DS,2010,Puzzle,Deep Silver
XB,2005,Adventure,Global Star
PS2,2005,Action,SCi
PS3,2009,Platform,Warner Bros. Interactive Entertainment
PS2,2003,Strategy,Tecmo Koei
PS2,2005,Sports,Valcon Games
SAT,1996,Sports,Sega
XB,2004,Platform,Electronic Arts
PS4,2016,Role-Playing,Namco Bandai Games
Wii,2009,Action,Rising Star Games
GC,2002,Misc,Midway Games
DS,2009,Sports,Hudson Soft
GC,2004,Adventure,THQ
XB,2002,Sports,Acclaim Entertainment
DS,2005,Racing,Majesco Entertainment
PS3,2013,Action,Nippon Ichi Software
X360,2009,Sports,Atari
PSP,2006,Action,Electronic Arts
GBA,2001,Platform,TDK Mediactive
PS2,2009,Misc,MTV Games
PSP,2007,Sports,Ubisoft
DS,2009,Action,Electronic Arts
3DS,2015,Misc,Takara Tomy
Wii,2011,Misc,Black Bean Games
PS2,2004,Shooter,Global Star
X360,2011,Misc,Ubisoft
XB,2003,Misc,Vivendi Games
X360,2009,Shooter,Bethesda Softworks
DS,2009,Adventure,Nintendo
DS,2007,Role-Playing,Rising Star Games
X360,2008,Action,Konami Digital Entertainment
X360,2014,Action,Square Enix
Wii,2011,Action,Activision
GC,2003,Racing,BAM! Entertainment
NES,1994,Role-Playing,Square
PS4,2015,Sports,Bigben Interactive
SAT,1997,Strategy,NCS
PS,2000,Racing,Codemasters
DS,2010,Action,505 Games
PS,1997,Shooter,GT Interactive
PS,1999,Misc,Midway Games
PSP,2004,Puzzle,Namco Bandai Games
DS,2009,Racing,Zoo Digital Publishing
3DS,2015,Puzzle,Nintendo
PS2,2007,Action,Eidos Interactive
PSP,2006,Misc,Square Enix
X360,2007,Puzzle,THQ
PSP,2008,Misc,Sony Computer Entertainment
PS3,2011,Misc,Activision
Wii,2010,Shooter,Majesco Entertainment
PS,1999,Strategy,PopTop Software
WiiU,2013,Strategy,Activision
DS,2009,Action,Oxygen Interactive
DS,2007,Misc,Disney Interactive Studios
XOne,2014,Action,Activision
DS,2006,Simulation,Konami Digital Entertainment
SNES,1993,Role-Playing,TOHO
PSP,2007,Sports,Take-Two Interactive
X360,2012,Action,Konami Digital Entertainment
DS,2008,Simulation,DTP Entertainment
WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment
PS,1995,Misc,Sony Computer Entertainment
PSP,2005,Action,Konami Digital Entertainment
PS,1996,Sports,Konami Digital Entertainment
Wii,2009,Simulation,THQ
GBA,2005,Action,Nintendo
PS,2000,Misc,Aruze Corp
DS,2009,Misc,Activision
Wii,2009,Sports,Destineer
X360,2010,Sports,Activision
PS2,2000,Puzzle,3DO
DS,2005,Action,Capcom
PC,2010,Action,Ubisoft
GBA,2005,Platform,Capcom
PS,1999,Sports,Starfish
DS,2005,Role-Playing,Nintendo
PS2,2006,Adventure,Aqua Plus
PS,1995,Sports,Human Entertainment
GC,2005,Sports,Electronic Arts
PS,1994,Shooter,Acclaim Entertainment
DS,2007,Puzzle,Crave Entertainment
3DS,2011,Fighting,PQube
PSP,2011,Role-Playing,Unknown
PC,2009,Adventure,HMH Interactive
PS,1999,Adventure,Konami Digital Entertainment
3DS,2011,Action,505 Games
PSP,2006,Sports,Electronic Arts
Wii,N/A,Shooter,Disney Interactive Studios
X360,2016,Action,Warner Bros. Interactive Entertainment
GC,2002,Shooter,BAM! Entertainment
PS3,2009,Misc,MTV Games
DS,2008,Misc,Konami Digital Entertainment
DS,2009,Sports,Activision
Wii,2010,Action,Ubisoft
DC,2000,Adventure,Sega
PS2,2006,Misc,Sony Computer Entertainment
DS,2009,Sports,Sega
XB,2003,Shooter,Electronic Arts
PS,2001,Adventure,Take-Two Interactive
PS,1999,Racing,Konami Digital Entertainment
PS2,2007,Role-Playing,Square Enix
DS,2007,Adventure,Activision
XB,2004,Fighting,Vivendi Games
PS,1995,Strategy,Sony Computer Entertainment
PS,1998,Adventure,Take-Two Interactive
PS2,2009,Fighting,Namco Bandai Games
PS3,2012,Adventure,5pb
GBA,2004,Misc,N/A
PS2,2002,Racing,Empire Interactive
SAT,1995,Role-Playing,Sega
PSP,2006,Misc,Activision
3DS,2014,Role-Playing,Namco Bandai Games
PS3,2009,Misc,Konami Digital Entertainment
PSP,2012,Action,Ubisoft Annecy
Wii,2010,Misc,Warner Bros. Interactive Entertainment
GBA,2002,Shooter,Activision
PSV,2014,Fighting,Arc System Works
PS,1999,Strategy,Namco Bandai Games
PSV,2016,Action,Tecmo Koei
PSV,2014,Action,Xseed Games
PSP,2012,Sports,Namco Bandai Games
DS,2009,Simulation,DreamCatcher Interactive
PS2,2006,Sports,Konami Digital Entertainment
WiiU,2015,Platform,Yacht Club Games
PSP,2010,Strategy,Sony Computer Entertainment
X360,2011,Action,Kalypso Media
DS,2006,Action,Activision
XB,2005,Shooter,Electronic Arts
DS,2009,Simulation,Ubisoft
PS,1995,Shooter,Sony Computer Entertainment
PSP,2012,Action,Namco Bandai Games
PSV,2014,Role-Playing,Ubisoft
PS3,2010,Misc,Sony Computer Entertainment
SNES,1995,Role-Playing,Namco Bandai Games
Wii,2008,Simulation,Hudson Soft
PSP,2011,Action,Konami Digital Entertainment
XB,2005,Sports,Activision
PSP,2010,Fighting,Konami Digital Entertainment
Wii,2011,Sports,Tecmo Koei
GBA,2003,Simulation,Zoo Digital Publishing
PS,2000,Sports,THQ
PS,1995,Adventure,Acclaim Entertainment
X360,2006,Sports,Konami Digital Entertainment
Wii,2006,Misc,Namco Bandai Games
DS,2011,Platform,Activision
SNES,1995,Role-Playing,ASCII Entertainment
DS,2005,Sports,Konami Digital Entertainment
PS2,2002,Sports,Midway Games
DS,2006,Role-Playing,Rising Star Games
PS2,2010,Sports,Konami Digital Entertainment
DS,2008,Misc,Cave
DS,2010,Misc,505 Games
PS3,2009,Platform,Ubisoft
Wii,2008,Misc,D3Publisher
PS2,2005,Sports,Take-Two Interactive
PSP,2006,Sports,Enterbrain
PSP,2012,Action,Spike
XB,2003,Fighting,Capcom
PS3,2015,Action,Little Orbit
PS3,2014,Action,Namco Bandai Games
DS,2007,Simulation,Konami Digital Entertainment
PSP,2007,Strategy,LucasArts
DS,2009,Sports,Ubisoft
GC,2003,Sports,Konami Digital Entertainment
XB,2003,Platform,Acclaim Entertainment
PS2,2003,Racing,Electronic Arts
PSV,2015,Action,Namco Bandai Games
XB,2005,Action,Hip Interactive
XB,2005,Sports,Zoo Digital Publishing
DS,2009,Adventure,JoWood Productions
XB,2004,Shooter,Ignition Entertainment
Wii,2013,Platform,Ubisoft
PS2,2004,Racing,Take-Two Interactive
Wii,2012,Action,Nintendo
Wii,2010,Sports,Ghostlight
DS,2009,Sports,Namco Bandai Games
GBA,2005,Racing,THQ
X360,2011,Misc,Ubisoft
PS2,2005,Sports,Tecmo Koei
PSV,2011,Action,Square Enix
PS2,2005,Platform,Konami Digital Entertainment
DS,2010,Role-Playing,Namco Bandai Games
DS,2008,Puzzle,Square Enix
PS3,2009,Racing,PQube
X360,2008,Action,Sega
PS2,2010,Platform,D3Publisher
GC,2003,Shooter,Vivendi Games
PC,2009,Adventure,Deep Silver
GC,2005,Action,Ubisoft
DS,2009,Misc,DreamCatcher Interactive
PS3,N/A,Action,Warner Bros. Interactive Entertainment
PS2,2001,Adventure,LucasArts
PS3,2009,Adventure,Codemasters
PS3,2014,Adventure,Telltale Games
N64,2000,Racing,Nintendo
Wii,2010,Misc,Ubisoft
PSP,2006,Adventure,Sony Computer Entertainment
DS,2009,Adventure,Konami Digital Entertainment
PS3,2013,Shooter,Namco Bandai Games
PS3,2012,Action,Namco Bandai Games
Wii,2009,Racing,Konami Digital Entertainment
DS,2011,Sports,Take-Two Interactive
PSP,2005,Sports,Sony Computer Entertainment
DS,2008,Racing,Black Bean Games
DS,2011,Puzzle,Mastertronic
DS,2007,Puzzle,Sega
3DS,2014,Role-Playing,Atlus
PSP,2006,Racing,Sony Computer Entertainment
Wii,2007,Misc,Hudson Soft
Wii,2008,Adventure,CDV Software Entertainment
PS2,2002,Simulation,Sony Computer Entertainment
GBA,2003,Racing,Zoo Digital Publishing
PC,2004,Strategy,Activision
Wii,2011,Action,Warner Bros. Interactive Entertainment
X360,2014,Action,Konami Digital Entertainment
PS3,2010,Fighting,Konami Digital Entertainment
XB,2003,Action,Microids
PS2,2002,Sports,THQ
X360,2010,Platform,Activision
DS,N/A,Sports,N/A
PS,1995,Shooter,Acclaim Entertainment
DS,2007,Adventure,Midway Games
3DS,2013,Role-Playing,Level 5
GBA,2004,Role-Playing,Sting
PS3,2014,Role-Playing,Deep Silver
GBA,2004,Simulation,Mastiff
PS2,2003,Fighting,505 Games
PSP,2004,Misc,Sony Computer Entertainment
Wii,2009,Misc,Majesco Entertainment
DS,2010,Action,SouthPeak Games
PSP,2007,Simulation,Konami Digital Entertainment
DS,2009,Action,D3Publisher
XOne,2015,Shooter,Rebellion Developments
XB,2003,Adventure,Ubisoft
X360,2008,Sports,Midway Games
PS2,2005,Action,Sony Computer Entertainment
PS,1999,Strategy,Konami Digital Entertainment
PS,1995,Fighting,Atlus
3DS,2012,Action,Ubisoft Annecy
Wii,2007,Shooter,Electronic Arts
PSP,2011,Adventure,Kadokawa Shoten
DS,2010,Misc,Take-Two Interactive
PS3,2010,Misc,Sony Computer Entertainment
DS,2008,Action,Eidos Interactive
PS4,2015,Role-Playing,Namco Bandai Games
PSP,2011,Misc,Broccoli
DS,2006,Misc,Zoo Digital Publishing
DS,2008,Strategy,Sega
XB,2004,Racing,Codemasters
GBA,2002,Racing,Ubisoft
DC,1999,Fighting,SNK
XB,2005,Sports,Electronic Arts
Wii,2010,Misc,THQ
PSP,2011,Strategy,Namco Bandai Games
DS,2007,Simulation,Konami Digital Entertainment
PSP,2007,Strategy,Atari
PS,1998,Fighting,Acclaim Entertainment
XB,2004,Racing,THQ
DS,2011,Strategy,Take-Two Interactive
PSP,2009,Misc,PM Studios
DS,2009,Misc,Majesco Entertainment
DS,2008,Sports,Pinnacle
PS,1995,Action,Core Design Ltd.
DC,1999,Adventure,Activision
PSP,2008,Role-Playing,Sting
Wii,2009,Action,505 Games
PSP,2007,Action,Activision
XB,2003,Fighting,Capcom
Wii,2012,Role-Playing,Level 5
PS3,2011,Action,Konami Digital Entertainment
GC,2002,Action,Virgin Interactive
DS,2007,Misc,Paon
PS,1999,Action,Eidos Interactive
Wii,2009,Strategy,Namco Bandai Games
Wii,2008,Misc,Activision
DS,2007,Fighting,505 Games
DS,2007,Misc,Shogakukan
Wii,2009,Action,Avanquest
PS2,2003,Racing,Midway Games
GC,2006,Role-Playing,Unknown
PS2,2002,Fighting,Eidos Interactive
XOne,2015,Sports,Konami Digital Entertainment
XB,2001,Sports,THQ
DS,2010,Adventure,Konami Digital Entertainment
DS,N/A,Simulation,Unknown
PS3,2014,Action,Tecmo Koei
DS,2006,Platform,D3Publisher
X360,2007,Sports,Ubisoft
PSP,2009,Adventure,Idea Factory
GC,2003,Sports,Electronic Arts
X360,2009,Role-Playing,Bethesda Softworks
X360,2011,Misc,Activision
DS,2009,Misc,AQ Interactive
PS3,2007,Sports,Sega
XB,2006,Action,Activision
PS2,2002,Shooter,Virgin Interactive
PSP,2013,Role-Playing,Namco Bandai Games
PC,2004,Shooter,Activision
PS2,2006,Platform,Midway Games
XB,2005,Shooter,SCi
GC,2002,Action,Activision
PS2,2005,Role-Playing,Tecmo Koei
DS,2006,Action,Nintendo
Wii,2008,Adventure,Atari
X360,2014,Racing,Codemasters
PS3,2007,Misc,Activision
PS4,2015,Role-Playing,Deep Silver
PS2,2009,Misc,Activision
PS,1996,Sports,U.S. Gold
Wii,2008,Sports,Activision
GC,2003,Platform,Take-Two Interactive
Wii,2008,Fighting,Capcom
X360,2011,Misc,505 Games
SAT,1995,Shooter,Acclaim Entertainment
DS,2012,Action,Namco Bandai Games
GC,2002,Sports,Sega
PC,2016,Strategy,Sega
PSP,2010,Shooter,Ubisoft
PS,2000,Misc,Vivendi Games
DS,2009,Role-Playing,Namco Bandai Games
PS,1999,Simulation,Avalon Interactive
PC,2012,Action,Activision
X360,2012,Racing,Activision
DS,2006,Puzzle,Zoo Digital Publishing
PS3,2012,Action,Konami Digital Entertainment
Wii,2009,Misc,505 Games
PS2,2001,Role-Playing,Ubisoft
PSV,2011,Role-Playing,Square Enix
DS,2010,Puzzle,PopCap Games
DS,2010,Misc,MTV Games
DS,2006,Simulation,Konami Digital Entertainment
SAT,1996,Role-Playing,Micro Cabin
GBA,2004,Action,Activision
X360,2008,Sports,Electronic Arts
PS2,2007,Action,Activision
XOne,2015,Sports,Electronic Arts
DS,2008,Action,Activision
X360,2006,Shooter,Atari
DS,2009,Puzzle,Destineer
PSP,2010,Simulation,D3Publisher
XB,2002,Sports,Activision
XB,2004,Fighting,Ignition Entertainment
PS2,2005,Platform,Global Star
SAT,1997,Shooter,Namco Bandai Games
PS,2001,Racing,Acclaim Entertainment
Wii,2008,Racing,Activision
PS,1998,Action,Jaleco
XB,2004,Role-Playing,Ubisoft
Wii,2007,Role-Playing,Tecmo Koei
Wii,2008,Sports,Activision
X360,2010,Racing,Deep Silver
DS,2007,Misc,Namco Bandai Games
PS2,2004,Shooter,Zoo Digital Publishing
X360,2010,Strategy,Compile Heart
GBA,2001,Strategy,Nintendo
N64,1998,Misc,GameTek
N64,2000,Platform,Ubisoft
N64,2001,Role-Playing,THQ
PS3,2012,Fighting,Aqua Plus
N64,1998,Sports,Crave Entertainment
N64,2000,Racing,Infogrames
N64,1997,Fighting,Natsume
N64,1997,Sports,Konami Digital Entertainment
N64,1998,Action,Infogrames
PS3,2008,Shooter,Activision
N64,1998,Racing,Ocean
N64,1998,Sports,Interplay
PS,1999,Fighting,Infogrames
PC,2010,Action,Electronic Arts
DS,2009,Misc,Avanquest
GBA,2002,Platform,Ubisoft
Wii,2008,Sports,Oxygen Interactive
PS3,2011,Fighting,Capcom
DS,2008,Adventure,Oxygen Interactive
PS,2001,Action,3DO
GBA,2003,Action,Ubisoft
PC,2011,Action,Electronic Arts
X360,2005,Sports,Take-Two Interactive
DC,1999,Fighting,Capcom
PSP,2006,Sports,Midway Games
PS2,2001,Role-Playing,Metro 3D
PS,1999,Strategy,LEGO Media
XB,2004,Shooter,Konami Digital Entertainment
PS3,2014,Fighting,Namco Bandai Games
PS,1997,Simulation,Sony Computer Entertainment
PS4,2015,Role-Playing,Tecmo Koei
3DS,2011,Action,THQ
XB,2003,Action,THQ
XB,2004,Shooter,Ubisoft
DS,2005,Simulation,Marvelous Interactive
DS,2007,Fighting,Sega
XB,2005,Adventure,Atari
PS3,2014,Racing,Deep Silver
DS,2007,Misc,Benesse
XB,2006,Platform,Activision
XB,2002,Puzzle,Microsoft Game Studios
PS3,2015,Role-Playing,Namco Bandai Games
PS,1994,Role-Playing,Sony Computer Entertainment
PS4,2015,Action,D3Publisher
Wii,2012,Sports,Konami Digital Entertainment
PS,1997,Racing,Codemasters
Wii,2011,Misc,505 Games
XB,2005,Sports,Take-Two Interactive
DC,2000,Adventure,Sega
PS3,2010,Misc,Black Bean Games
SAT,1995,Misc,Jaleco
PS3,2011,Action,THQ
DS,2006,Action,Ubisoft
XB,2003,Misc,Microsoft Game Studios
SNES,1995,Racing,Media Rings
PSP,2006,Racing,Sega
PSV,2012,Role-Playing,Namco Bandai Games
3DS,2011,Action,Activision
DS,2009,Simulation,Ubisoft
X360,2012,Shooter,Konami Digital Entertainment
X360,N/A,Action,Warner Bros. Interactive Entertainment
PC,1999,Strategy,Microsoft Game Studios
PC,2010,Strategy,THQ
XB,2005,Action,Vivendi Games
X360,2007,Adventure,Ubisoft
